Speed_Diff,Attack_Diff,Defense_Diff,Sp. Atk_Diff,Sp. Def_Diff,HP_Diff,Type_Win_Score,p1_win
-30,-55,-130,-20,40,5,0.0,0
25,-56,-27,-10,10,-5,-1.5,1
36,13,40,66,51,8,0.0,1
11,38,35,50,20,-4,0.0,1
-20,-55,-60,-90,-20,-35,0.0,0
-5,-60,5,0,25,45,0.0,0
10,20,20,10,-95,-15,0.0,1
5,-70,-85,-35,-5,-35,0.0,1
-60,-45,80,10,-20,-55,0.0,0
15,-60,-196,-15,-61,-30,0.0,1
-47,-23,-12,-58,-22,5,-1.5,0
-100,-60,-10,-5,-30,-30,0.0,0
-20,0,-30,10,50,-10,0.0,0
0,-70,-50,-85,-25,-65,0.0,0
-48,-85,-40,-65,30,-47,0.0,0
-5,-45,-45,-5,-5,10,0.0,0
32,15,40,50,35,20,0.0,1
3,40,-2,-35,0,37,0.0,1
-72,-25,-20,-89,-20,-34,0.0,1
-6,30,35,82,70,71,0.0,0
-26,8,-12,52,37,-54,0.0,0
25,-10,-20,-15,20,30,0.0,1
15,-20,-55,-30,-40,-30,0.0,1
-80,-33,-40,-30,-40,-39,0.0,0
-71,-40,-20,-30,0,25,1.0,0
-30,20,-12,-40,-42,-10,0.0,0
-15,-63,-62,-5,-20,-21,0.0,0
-19,-5,6,-83,-9,-72,0.0,0
25,-50,-35,20,15,25,0.0,1
5,24,14,-16,44,14,0.0,1
10,-15,-30,-52,-28,-23,0.0,1
34,-87,-54,-12,-9,-6,0.0,1
-7,-18,-32,-18,-2,27,0.0,0
-40,0,5,-75,-40,5,0.0,0
-57,-43,-6,-12,3,105,0.0,0
-25,0,11,-13,4,-18,0.0,0
5,45,46,30,46,50,0.0,1
52,-3,-28,22,-28,-150,0.0,0
-48,-36,25,-6,-5,-25,0.0,0
50,-40,-55,5,-20,-50,0.0,1
-8,-28,-45,-45,-15,11,0.0,0
-15,-40,-70,-60,-70,-90,0.0,0
14,-59,-71,-15,-41,-5,0.0,1
-63,-102,-50,-102,-53,-86,0.0,0
-45,-50,-61,-40,-37,-17,0.0,0
14,15,-24,-30,-45,10,-1.5,1
82,93,-80,93,-68,10,0.0,1
-40,-15,-25,-20,-25,-40,0.0,0
20,42,85,48,65,60,0.0,1
26,51,49,4,-6,-18,0.0,1
9,-35,0,60,5,-19,0.0,1
-35,33,0,39,4,45,0.0,0
50,20,35,20,25,-34,0.0,1
5,-5,-51,-35,-25,-13,0.0,1
-12,-5,22,23,18,-1,0.0,0
-71,-33,12,27,22,35,0.0,0
20,45,25,70,25,30,1.0,1
-40,10,40,-30,45,20,0.0,0
-38,-27,26,-50,6,-105,0.0,0
-35,-75,75,10,55,-30,0.0,0
-4,33,-20,33,-45,-11,0.0,0
51,75,-60,65,-70,39,0.0,1
-45,-30,20,-40,20,-50,0.0,0
-50,-24,9,-45,-8,-11,1.5,0
-1,-44,12,-54,12,-20,0.0,0
25,25,-42,43,63,18,0.0,1
30,30,30,10,0,20,0.0,1
10,5,5,-10,45,10,0.0,1
64,-50,-23,4,19,-13,1.0,1
0,-6,0,0,15,-11,0.0,0
65,15,15,40,40,-10,0.0,1
-37,-53,-33,-30,-43,-46,0.0,1
112,-5,28,-2,9,-73,0.0,1
14,20,10,62,63,25,0.0,0
-17,-29,-17,-29,-17,11,0.0,0
27,27,8,37,13,12,0.0,1
-30,-35,10,15,-20,-20,0.0,0
-10,-85,-55,60,-45,-7,0.0,0
-57,22,18,-23,-87,-22,0.0,0
-49,-31,-39,28,23,52,0.0,0
-40,40,15,-20,25,15,0.0,0
64,85,-57,45,-57,0,0.0,1
-51,-53,10,-62,0,-19,0.0,0
1,30,115,-52,-30,-41,0.0,1
-34,-46,-44,-76,-47,-49,0.0,0
40,84,20,45,-5,27,0.0,1
9,-33,-17,-38,-12,-24,0.0,1
15,73,0,1,-2,-26,0.0,1
41,47,6,50,16,40,0.0,1
90,115,115,105,55,20,0.0,1
40,76,40,126,50,63,0.0,1
0,-35,-30,-70,-80,-55,1.5,0
15,0,-5,35,45,25,0.0,1
-42,-50,-55,5,-25,30,0.0,0
16,57,42,-32,-37,-46,0.0,1
8,7,15,30,20,20,0.0,1
-10,45,50,-40,-20,-5,-1.0,0
-5,90,40,115,45,85,0.0,0
86,30,-25,95,50,-1,0.0,1
-35,-56,6,-35,23,-8,0.0,0
-70,22,58,-35,-25,35,1.0,1
-9,-7,30,-11,-26,31,0.0,0
0,-105,-75,-30,-55,-60,1.5,0
40,50,-40,-10,20,20,0.0,1
-65,-31,-27,-21,-35,-3,0.0,0
93,23,-5,4,-18,-29,0.0,1
0,25,-5,-40,-15,-5,0.0,0
0,45,-51,-15,-26,2,0.0,0
-62,-18,-10,-30,3,7,0.0,0
-15,-15,10,30,-80,5,1.0,0
4,-40,-108,-2,-5,15,0.0,1
-39,-23,53,49,14,-28,0.0,0
20,45,47,100,67,61,1.0,1
57,-19,-50,0,10,-25,0.0,0
-38,-13,-30,-17,-17,-27,0.0,0
-14,102,64,17,9,26,0.0,0
-4,8,-46,28,-11,4,0.0,0
23,1,-9,-1,-3,5,0.0,1
50,0,-45,-45,55,10,0.0,1
-65,-40,-40,-65,-65,10,0.0,0
50,-50,-35,-120,-20,-30,0.0,1
-62,40,0,-50,-40,-3,0.0,0
-10,0,30,55,35,10,0.0,0
45,-24,-64,16,-94,36,0.0,1
-25,-110,-55,-100,10,-65,0.0,0
-25,10,-30,-52,-38,-30,0.0,0
-20,5,-35,5,-35,-2,0.0,0
35,35,20,-5,10,40,0.0,1
41,32,45,-37,15,10,-1.0,1
-95,-30,-45,-50,10,20,0.0,0
-15,5,40,-45,-55,-15,-1.0,0
83,9,1,19,-14,-49,1.0,1
50,50,10,-40,30,-7,0.0,1
50,-25,20,20,20,64,0.0,0
35,40,-5,-15,50,80,0.0,1
-10,30,70,25,5,-10,0.0,0
50,50,-5,25,15,42,0.0,1
-40,-50,-60,-70,-30,-30,0.0,0
-65,-39,-30,-35,-10,-8,0.0,0
-4,-50,-78,-60,-73,-30,0.0,0
-20,-73,75,-7,75,-40,0.0,0
-5,-55,-55,-75,-75,-25,0.0,0
-24,-16,-9,-1,11,-16,0.0,0
-8,14,-7,40,23,-5,0.0,0
22,68,21,-25,-15,21,0.0,1
8,20,7,10,12,5,0.0,1
-20,-27,4,-40,-1,15,0.0,0
-105,5,-50,-70,-45,55,0.0,1
-5,23,-3,5,-20,0,1.5,0
-18,-75,-30,-19,-34,-70,0.0,0
20,74,0,51,0,65,1.5,1
-5,-115,-90,-45,20,-45,0.0,0
-44,-25,50,100,0,24,0.0,0
32,77,13,1,43,33,0.0,1
80,110,5,84,15,46,0.0,1
45,30,17,80,45,23,0.0,1
-2,-33,-60,-26,-18,-21,0.0,0
5,-80,-90,15,-5,-70,0.0,1
87,87,-40,-50,0,6,0.0,1
9,-27,31,-11,27,12,0.0,1
32,-22,12,-20,15,4,1.5,1
-20,-10,-100,75,-90,15,0.0,0
10,-10,130,0,15,-5,0.0,0
-53,-12,-1,-24,4,-16,0.0,0
61,-30,-35,32,-38,16,0.0,1
-5,30,100,5,50,30,-1.0,0
-65,-15,0,-5,0,20,0.0,0
21,0,20,-15,30,24,0.0,1
9,-10,-82,-70,-62,-40,1.0,1
-19,27,29,-48,-16,-9,0.0,0
95,35,-5,5,-5,30,0.0,1
40,-1,35,49,35,22,0.0,1
-56,-5,0,-95,-35,82,0.0,0
5,30,70,10,-20,10,0.0,1
-80,-70,-15,-58,-25,-47,0.0,0
42,-39,-43,-2,7,-25,0.0,0
33,-15,-28,47,16,-22,0.0,1
5,-20,35,-20,55,-70,0.0,1
-5,87,5,123,55,15,0.0,0
-22,27,139,29,1,25,-1.0,0
0,-35,20,40,30,20,0.0,0
-40,-90,-15,40,5,-20,-1.0,0
60,90,15,62,15,25,0.0,1
20,-85,-50,-5,-35,-30,0.0,1
43,21,19,66,16,41,0.0,1
-9,51,29,-1,-46,7,0.0,0
-20,-25,2,-20,-8,-5,0.0,0
-65,-95,-20,-25,-35,-40,0.0,0
-60,-20,20,0,20,-13,0.0,0
-5,5,-35,-5,-35,15,1.5,0
9,9,-39,1,1,28,0.0,1
-30,-33,-25,-50,-25,-18,0.0,0
-49,-24,-82,3,-35,-7,0.0,0
-85,44,101,-41,-19,4,0.0,1
8,-82,-13,72,33,-3,0.0,1
45,25,5,85,55,8,0.0,1
-5,50,60,25,45,20,0.0,0
0,50,15,-40,15,20,0.0,0
61,27,30,37,5,20,1.0,1
-25,20,35,-20,10,-10,0.0,0
-26,15,68,-40,13,15,0.0,0
15,30,57,23,50,41,-1.5,1
-2,15,37,19,39,9,0.0,0
-28,-35,-12,-25,-27,-5,0.0,0
-20,-65,-25,-30,-15,-40,0.0,0
75,30,20,30,40,0,0.0,1
-55,-11,-29,11,19,3,0.0,0
-20,-15,-60,65,15,-15,1.0,0
-9,57,38,-10,18,21,0.0,0
25,52,15,52,25,30,0.0,1
36,48,-27,68,8,35,0.0,1
65,110,55,60,25,50,0.0,1
-42,-40,-12,-49,-35,-23,0.0,0
2,4,45,34,15,-5,0.0,1
45,-45,-30,-50,-65,-35,0.0,0
-28,9,57,-41,-13,-44,0.0,0
18,-15,70,60,-5,7,0.0,1
-35,-20,-10,25,5,0,0.0,0
20,20,-5,5,15,62,0.0,1
-68,-7,135,-25,10,5,0.0,0
-105,10,-10,-50,0,44,0.0,1
-25,0,-55,15,-30,15,0.0,0
-40,-60,-55,-30,-10,-15,0.0,0
-72,-26,41,-91,31,12,0.0,0
52,60,74,20,34,40,0.0,1
-30,26,28,0,8,35,0.0,0
6,-14,-52,17,12,17,0.0,1
-4,-50,47,45,47,-23,0.0,0
80,65,-45,-5,-5,50,1.0,1
-50,32,-5,24,-25,20,0.0,0
10,-15,-5,-35,-55,-5,0.0,1
-5,6,-2,16,11,-26,0.0,0
15,59,20,40,-5,52,-1.5,1
52,13,35,29,42,-6,0.0,1
-50,-45,0,-30,5,-10,0.0,0
70,70,30,-25,20,6,0.0,1
-35,-15,7,-31,0,-13,-1.5,0
44,45,67,18,5,15,0.0,1
-48,-47,-3,-47,12,-30,0.0,0
0,-58,-5,10,30,20,1.5,0
20,-10,-40,0,20,-10,0.0,1
69,8,16,43,21,14,0.0,1
-59,-15,4,-21,-42,-25,0.0,0
-45,-30,15,-40,-30,-30,-1.0,0
10,-3,98,-3,63,-85,0.0,1
0,-35,-60,-70,-65,-20,0.0,0
-35,40,30,-20,25,20,0.0,0
-20,25,17,22,-38,2,0.0,0
-25,67,43,-5,5,15,0.0,0
-5,20,20,-15,20,20,0.0,0
40,10,35,-10,35,-90,-1.0,1
5,-20,50,-25,-15,5,0.0,1
81,4,-68,44,-53,1,0.0,0
22,10,-3,5,48,9,0.0,1
39,28,-17,55,25,5,0.0,1
-4,60,-74,15,-68,25,0.0,0
52,-15,0,-5,-5,-22,0.0,1
-51,-95,-49,-10,-70,-45,0.0,0
-10,-71,-27,-61,-27,-34,0.0,0
43,54,40,4,15,32,0.0,1
-10,-57,-40,-45,-10,2,-1.5,0
92,40,42,104,30,63,0.0,1
15,20,21,10,21,10,0.0,1
12,45,3,60,-15,10,0.0,1
-20,18,77,13,30,25,0.0,0
8,0,30,45,40,5,0.0,1
21,-33,20,-33,0,-5,-1.5,1
43,-25,24,24,24,6,1.5,1
-30,35,30,25,25,55,0.0,0
-14,19,30,-15,30,30,0.0,0
-10,-5,-60,5,-40,-5,0.0,0
-35,-40,-70,-5,-15,-35,0.0,0
-10,-81,-31,0,-20,-45,0.0,0
-25,37,-10,8,0,10,-1.0,0
-16,-70,-27,-4,-27,-50,0.0,0
46,20,17,75,77,19,0.0,1
39,-20,-26,45,-2,-10,0.0,1
-46,-52,-37,50,-25,-25,0.0,0
46,48,45,43,90,15,0.0,1
20,45,35,-30,35,65,0.0,1
15,-28,-68,-55,5,-39,0.0,1
-48,-40,78,-40,21,-31,0.0,1
-10,19,61,8,43,2,0.0,0
60,-50,-95,15,-80,-20,0.0,0
-19,-38,25,-23,20,-15,1.5,0
46,75,30,-57,-45,-61,0.0,1
40,-10,-18,-5,2,-30,0.0,1
-25,-85,-45,25,5,-28,0.0,0
50,80,40,80,40,32,0.0,1
60,30,50,50,50,50,0.0,1
-71,0,83,0,73,-10,0.0,0
-30,-70,-20,70,-30,-25,0.0,0
12,-25,-11,-5,-1,-15,0.0,1
0,-60,-50,-80,-24,0,0.0,0
-30,-110,-15,-40,5,35,0.0,0
16,45,58,50,40,26,-1.0,1
15,5,45,-5,9,-11,0.0,0
9,-83,-45,-23,-10,-25,0.0,0
13,-68,35,99,35,-14,1.5,1
-34,39,51,-5,21,-15,0.0,0
8,15,-27,-10,-15,-47,0.0,0
30,-30,-18,-10,2,-60,0.0,1
-15,-35,-30,-50,-5,-60,0.0,0
13,-20,-26,0,10,-22,0.0,1
-45,-20,-5,-40,-40,-35,-1.0,0
-42,-60,-13,35,-60,-5,0.0,0
-27,37,-98,16,3,32,0.0,1
-20,-64,20,30,-10,-21,0.0,0
15,63,-7,-18,-63,-30,0.0,1
13,-14,21,66,1,18,0.0,1
4,10,40,75,60,36,0.0,1
10,-95,45,-18,47,56,0.0,1
8,-51,1,-1,61,2,0.0,1
27,10,15,19,25,20,0.0,1
-15,-45,5,25,5,-5,0.0,0
-17,35,8,-50,-63,21,0.0,0
91,72,17,-12,23,-6,0.0,1
30,-30,-25,-20,-5,-35,0.0,1
15,-2,33,15,50,14,0.0,1
85,70,40,-15,40,30,-1.0,1
60,5,-40,35,-5,-10,0.0,1
-5,-22,-10,3,-15,-5,0.0,0
-25,-40,-5,20,-55,-8,0.0,0
14,88,43,40,55,30,0.0,1
-1,-29,5,21,-40,-25,0.0,0
-10,-80,-70,-15,-5,-20,1.0,0
6,50,135,63,25,19,0.0,1
-10,20,-15,5,25,10,0.0,0
10,-5,-10,-15,0,135,1.0,1
35,50,1,-15,1,32,0.0,1
-27,-50,-73,-20,-5,-30,0.0,0
8,-48,10,-38,-2,3,0.0,1
62,44,6,-14,21,-21,0.0,1
50,18,-7,-15,33,-7,0.0,1
-55,-35,-66,-60,-66,-55,0.0,0
-60,-65,-35,-47,-32,-26,0.0,0
-3,4,-24,11,-6,10,0.0,0
-82,-10,-30,-55,-117,-61,0.0,0
-37,-8,-7,28,5,11,0.0,0
-5,-30,-91,-60,-106,-58,0.0,0
-3,-17,5,15,15,-5,0.0,0
-20,7,-60,-60,-10,-5,-1.0,0
22,-40,-26,-35,-26,-65,0.0,0
62,54,5,23,0,5,0.0,1
46,50,35,60,45,44,1.0,1
30,-15,0,55,0,-20,0.0,1
10,-45,-5,-15,5,-30,0.0,1
-5,-50,-60,-15,-25,-40,0.0,0
37,-4,-10,10,30,10,0.0,1
65,53,7,-25,15,0,-1.0,1
-47,-96,10,-61,-48,-9,0.0,0
69,-43,-30,47,-30,-53,0.0,1
10,4,33,27,37,49,1.0,1
-16,-35,-44,35,-75,80,0.0,0
-58,-65,-61,-115,-81,-45,0.0,0
5,40,40,25,-20,45,0.0,1
50,-85,10,-20,25,0,0.0,1
20,70,50,44,4,50,0.0,0
52,-29,-12,90,60,27,0.0,1
-42,-63,17,28,30,-50,0.0,0
20,15,5,0,5,5,0.0,1
28,-38,0,84,0,6,0.0,1
15,-5,30,35,65,20,0.0,1
-8,30,-13,-67,-24,12,0.0,0
45,74,68,34,-50,-177,0.0,1
120,25,-30,50,30,30,0.0,1
0,25,60,-75,-20,-5,-1.0,0
3,-52,-7,12,-3,22,0.0,1
35,20,-25,60,-10,20,0.0,1
-18,45,50,-20,-25,33,0.0,0
-40,-25,-30,-3,15,-20,1.5,0
-16,-20,23,-10,23,-15,0.0,0
30,40,-10,5,-40,0,0.0,1
28,2,5,33,6,40,0.0,1
-25,0,65,25,-20,15,0.0,0
-5,65,40,20,-10,30,0.0,0
-38,64,90,9,20,30,0.0,1
-4,63,33,-22,-7,35,0.0,0
35,50,70,40,55,30,0.0,1
52,0,5,-15,0,-2,0.0,1
8,20,20,-45,15,7,0.0,1
83,5,-5,35,55,25,0.0,1
-35,-52,-65,-63,-80,-35,0.0,0
-5,-25,25,-35,30,10,1.5,0
-55,-80,0,-30,-45,-115,0.0,0
50,-28,-45,20,9,8,-1.5,0
66,-23,-8,13,23,-51,0.0,1
-40,-54,-52,-69,-24,-36,0.0,0
-70,5,41,-21,21,-11,0.0,1
5,-8,-8,10,2,17,0.0,1
30,15,-35,0,-35,-20,0.0,1
10,-65,-20,45,0,0,0.0,1
67,42,23,52,23,16,0.0,1
-10,-20,-25,10,-10,-15,0.0,0
-60,-10,10,10,25,25,0.0,0
14,-10,1,5,-30,55,0.0,1
-38,38,53,13,-30,-16,0.0,0
-2,-19,-35,-34,-5,15,0.0,0
-89,-36,-22,36,-24,9,0.0,0
0,40,35,60,-20,30,0.0,0
-1,-64,-70,-45,-45,-55,0.0,1
9,-110,-44,30,-10,-55,0.0,1
-29,-63,10,-73,-30,-35,0.0,0
12,-5,-20,-4,6,-15,0.0,1
-10,-38,-150,12,-40,-20,1.0,0
-10,-60,-47,-55,-77,-20,0.0,0
-62,-50,11,45,131,20,0.0,0
26,-10,-65,-10,-15,9,0.0,1
-5,22,3,-15,5,10,-1.5,0
-60,10,15,-65,-10,-10,0.0,1
35,15,25,70,-50,45,0.0,1
25,80,50,60,40,5,0.0,1
-15,-65,-99,-35,-19,-38,0.0,0
10,-15,25,20,25,-13,0.0,1
21,-38,-25,64,18,-22,0.0,1
-50,-50,50,-50,50,-50,-1.0,0
2,-24,-6,-8,-18,3,0.0,1
35,15,-50,15,21,6,0.0,1
20,12,65,13,65,-50,1.5,1
-10,-14,-36,-44,-71,-24,-1.0,0
-56,-25,-57,-75,-77,-10,0.0,0
-54,-14,-14,-50,-25,-25,1.5,0
3,1,-45,-29,-15,5,-1.5,1
20,40,20,25,-10,25,0.0,1
-20,-60,-25,-40,-5,-25,0.0,0
-15,41,22,-54,-15,-13,-1.0,0
-46,5,31,-11,31,45,1.5,0
-20,45,-30,-15,-30,-45,0.0,0
30,10,20,45,35,35,0.0,1
20,-5,-10,-90,-5,-30,0.0,1
-10,43,-7,-18,-58,-20,0.0,0
20,5,35,15,35,25,0.0,1
65,-60,10,30,10,30,0.0,0
-42,-80,-70,-105,-50,-38,0.0,0
28,110,5,-20,-5,42,0.0,1
20,-5,25,20,40,-20,0.0,1
-60,-20,55,-52,-5,15,0.0,0
15,-5,15,25,-45,-35,0.0,1
5,54,50,-15,5,16,0.0,1
-5,10,-30,-25,-130,10,0.0,0
45,22,3,-45,0,-6,0.0,1
-5,-30,15,-10,40,5,0.0,0
-15,55,65,-55,-65,-15,0.0,0
5,0,-66,-5,9,15,1.0,1
-20,-45,5,85,5,32,0.0,0
41,15,-5,42,-8,26,0.0,1
23,7,-9,51,14,17,0.0,1
-5,-15,-25,-85,-75,-13,0.0,0
-28,30,-15,6,47,95,0.0,0
-25,-90,-10,-85,-5,0,0.0,0
-40,-45,-16,-20,-16,-30,0.0,0
-80,-39,-106,-39,-49,-27,0.0,0
55,10,-15,47,-20,-15,0.0,1
-7,26,-27,-31,-27,-16,1.5,0
66,27,-18,40,49,36,0.0,1
50,0,-35,5,25,35,0.0,1
-60,-120,-50,0,-65,10,0.0,0
-38,-26,15,-16,-79,-51,1.5,0
5,15,-5,0,0,27,0.0,1
21,35,34,30,35,75,0.0,1
40,-5,15,45,45,20,0.0,1
-35,-70,-46,-70,-100,-71,0.0,0
51,0,-28,10,-28,-5,0.0,1
-10,45,19,10,-11,7,0.0,0
20,15,0,-45,-20,-25,0.0,1
31,59,55,-10,15,25,-1.0,1
-20,23,8,-20,-58,-5,0.0,0
-3,54,57,-1,37,-9,0.0,0
-4,13,45,5,-5,-25,0.0,0
1,32,3,-1,9,-18,0.0,1
40,24,-22,20,20,-2,1.5,1
-21,-9,-12,37,-11,-9,-1.5,0
45,-4,20,5,40,-77,0.0,1
60,35,-19,25,31,25,0.0,1
19,-5,-15,-30,-20,-20,-1.0,1
59,31,5,115,35,50,0.0,1
68,25,6,85,16,10,0.0,1
35,-40,-31,-5,-1,-15,0.0,1
-25,-40,31,-45,1,-20,1.0,1
-32,-100,-75,-60,-55,-38,0.0,0
60,45,60,15,-5,-65,0.0,1
-42,1,10,-23,-11,-21,0.0,0
10,0,-14,40,-4,10,0.0,1
30,85,12,35,45,-5,0.0,1
-8,8,50,8,-55,2,0.0,0
-25,3,-15,-2,25,-5,0.0,0
-99,-86,-20,-149,-70,-56,0.0,0
-35,-45,-81,-36,-55,-73,0.0,0
-34,-84,-45,-74,-48,-76,0.0,0
40,15,25,30,25,25,0.0,1
22,48,1,109,38,-7,0.0,1
42,1,-76,-34,-36,-2,0.0,1
25,10,-15,50,45,10,0.0,1
-17,-29,-17,-29,-17,11,0.0,0
69,4,-48,36,0,5,0.0,1
-14,-71,-25,-44,-20,-56,0.0,0
1,49,30,30,15,35,-1.0,0
-20,-20,10,15,30,-10,0.0,0
-45,35,-7,22,-8,23,1.5,1
-12,50,50,25,50,37,0.0,0
-20,-75,85,-15,35,-8,0.0,0
-76,29,9,-4,11,17,-1.0,0
-42,0,-42,-20,-45,-32,0.0,0
20,-70,-45,50,100,180,0.0,0
30,-40,-33,-1,-1,-9,0.0,1
-5,105,35,-40,25,0,0.0,0
-64,-45,-62,-18,-15,5,0.0,0
0,-35,30,40,130,10,0.0,0
20,-30,0,-45,5,-5,0.0,1
-80,-60,-60,-30,-60,-60,1.5,0
72,55,-20,75,43,50,0.0,1
15,0,5,-25,-20,115,0.0,0
-17,-21,-24,-67,-53,-34,0.0,0
35,-4,-81,31,-71,-9,0.0,0
57,70,66,110,66,41,0.0,1
-150,-65,-60,-55,-40,-10,0.0,0
-19,43,45,-55,60,-30,0.0,0
-11,14,26,-18,-7,2,0.0,0
32,53,-70,20,-70,15,0.0,1
-46,-8,67,-53,2,25,0.0,0
-50,25,-25,-40,-80,15,0.0,0
16,64,20,58,-6,10,0.0,1
40,-65,-9,-40,16,-5,0.0,1
15,40,15,5,5,0,0.0,1
3,30,70,20,70,20,0.0,1
11,5,-52,52,75,15,0.0,1
39,76,40,-13,27,20,0.0,1
-43,3,30,-2,30,40,0.0,0
-24,-23,7,-80,-39,-21,-1.0,0
-1,-47,-8,8,3,-30,0.0,0
70,-39,-20,-5,-30,-29,0.0,1
39,59,62,-28,-48,-42,0.0,1
44,20,28,60,48,26,0.0,1
-58,-6,25,-16,-35,-25,0.0,0
20,85,65,25,-45,-180,0.0,1
75,0,45,120,45,0,0.0,1
-45,35,160,15,25,20,0.0,1
98,65,-170,65,-170,35,0.0,1
-19,-10,-5,-30,-10,-5,0.0,0
5,60,80,-10,10,45,0.0,1
-15,15,110,55,10,5,0.0,0
2,-55,-33,15,38,-46,0.0,1
13,-8,-90,-40,-100,-35,0.0,1
-50,-55,40,-10,40,-25,0.0,0
15,40,85,45,5,40,-1.5,1
-38,-40,-2,-37,-21,-73,0.0,0
50,95,45,30,55,20,0.0,1
32,10,36,35,25,32,0.0,1
-40,-10,-50,55,-15,-90,0.0,0
-54,-55,-40,-60,-30,-56,0.0,0
-30,5,-45,0,-65,-40,1.5,0
-17,-14,-10,-15,-8,-6,0.0,0
-125,-65,-55,-100,-60,45,0.0,1
35,-40,-25,55,85,-15,0.0,1
-30,-95,-15,-75,-25,-10,0.0,0
20,85,15,18,13,19,0.0,1
75,100,-25,55,-25,35,0.0,1
-92,-20,113,27,9,23,0.0,0
-15,8,80,-2,70,-20,0.0,0
60,-45,-80,-45,-55,25,1.0,1
53,48,27,36,21,44,0.0,1
10,42,-75,42,-65,40,1.0,1
30,80,10,70,-5,35,0.0,1
70,30,35,105,75,55,0.0,1
-20,90,-5,90,10,0,0.0,0
85,45,5,20,20,-30,0.0,1
15,-5,100,10,95,0,0.0,1
-30,32,7,-20,-30,1,0.0,0
-40,-25,-45,0,10,39,1.0,0
-60,6,-8,-49,35,-18,0.0,0
70,15,-10,65,105,50,0.0,1
30,50,30,50,45,20,0.0,1
12,77,35,20,15,21,0.0,1
30,-45,-115,65,55,-2,0.0,1
-7,7,-5,-38,-50,-20,0.0,0
-30,-65,-30,-55,30,-30,0.0,0
-10,20,10,-60,-70,-100,0.0,0
-10,-75,-85,-40,-110,0,0.0,0
-35,-30,-40,-45,-40,-20,0.0,0
50,25,-5,45,15,-10,0.0,1
-15,-40,-55,-40,-35,0,1.0,0
30,35,10,-50,-25,-50,0.0,1
-18,-35,40,30,35,40,1.0,0
-22,-30,-28,-13,-73,17,-1.5,0
30,10,-20,10,-35,-5,0.0,1
9,-6,55,71,15,16,0.0,1
-6,-26,-8,-12,8,-1,0.0,0
-39,32,68,4,4,-8,0.0,0
-75,-100,-70,-75,-35,-78,0.0,0
43,47,57,59,72,33,0.0,1
6,9,-95,25,-15,15,1.0,1
-20,20,30,25,80,20,0.0,0
-51,-45,45,5,10,-9,0.0,0
-20,40,10,5,35,5,0.0,0
14,-26,-10,51,5,1,0.0,1
-45,-26,37,-6,37,-13,0.0,0
57,87,62,87,57,-20,0.0,1
10,-75,-90,-40,30,-40,0.0,1
-30,33,-3,25,-10,11,-1.5,0
19,22,-11,17,7,-5,1.5,1
38,52,48,3,30,31,0.0,1
-24,-31,4,-61,-11,-26,0.0,0
-45,-45,-74,-45,-17,-46,0.0,0
-80,-10,-5,-45,-40,-10,0.0,0
50,40,25,5,40,40,0.0,1
0,31,17,5,-10,23,0.0,0
-75,-15,90,80,10,15,0.0,0
-55,25,-15,25,-20,60,0.0,1
9,-25,-5,-15,25,-8,0.0,1
-60,30,73,-26,51,16,-1.5,0
16,5,77,74,76,10,0.0,1
61,65,30,95,50,29,0.0,1
-5,20,-21,39,5,42,0.0,0
-16,49,29,86,51,2,0.0,0
5,-9,-28,-50,-35,-18,0.0,1
28,43,-6,55,-11,-24,0.0,1
20,-23,-20,-8,-15,-50,0.0,1
15,-35,15,-5,25,-15,1.0,1
61,-35,-70,62,-23,6,0.0,0
-5,30,-10,0,-30,15,0.0,0
9,-75,-39,-5,-55,-20,0.0,1
-18,25,73,-25,0,30,0.0,0
23,25,37,30,99,36,1.5,1
-10,25,-20,-30,-15,5,0.0,0
40,25,-25,35,-25,-40,0.0,1
-5,10,45,-15,-25,5,0.0,0
-45,-10,2,-67,-94,-38,0.0,0
-50,-130,-25,-94,-25,-46,0.0,0
-4,-33,8,-11,14,-43,0.0,0
0,-59,-31,14,-19,-20,0.0,0
-42,10,15,-21,-57,-15,0.0,0
-5,15,5,50,25,-15,0.0,0
-40,-8,-25,-8,-15,-10,0.0,0
-25,-61,-2,-15,5,-7,0.0,0
-13,-19,-35,10,0,-20,0.0,0
-65,-50,-25,4,-16,-10,0.0,0
0,-17,-37,-19,-36,-2,0.0,0
-45,-83,-7,-55,-10,-30,0.0,0
-7,-34,-62,-14,-42,-31,0.0,0
-4,-45,-35,-40,5,-11,0.0,0
-10,20,-68,10,-65,-2,0.0,0
54,15,1,35,-45,-25,1.0,1
-49,-1,51,29,61,-1,0.0,0
10,-30,25,-10,5,10,0.0,1
30,35,50,90,60,30,0.0,1
10,79,196,20,50,40,0.0,1
19,82,48,17,13,86,0.0,1
-37,-3,10,-3,26,16,0.0,0
5,-27,15,55,45,10,0.0,1
-54,14,45,-31,10,-10,0.0,0
-24,2,19,37,34,11,0.0,0
25,8,-15,-15,-25,-24,1.5,1
5,-40,-55,-25,-35,-30,0.0,1
-35,36,12,-30,-5,22,0.0,0
-15,-5,35,-15,-15,-5,0.0,0
-15,5,-10,-40,35,85,0.0,0
-10,20,-10,-85,-10,-5,0.0,0
35,30,-50,-20,-20,-55,0.0,1
0,-4,0,-21,0,-2,0.0,0
10,-10,-5,-10,20,10,-1.5,1
11,-25,-42,-18,-30,80,0.0,1
48,20,-48,5,-30,-10,-1.5,1
